-181.475, 63.875, 3.155,  7.606
-181.475, 63.769, 3.166,  7.639
-181.475, 63.664, 3.177,  7.672
-181.475, 63.558, 3.188,  7.705
-181.476, 63.451, 3.199,  7.738
-181.476, 63.344, 3.210,  7.771
-181.476, 63.237, 3.220,  7.804
-181.476, 63.129, 3.232,  7.837
-181.476, 63.021, 3.243,  7.870
-181.476, 62.913, 3.254,  7.903
-181.477, 62.804, 3.265,  7.936
-181.477, 62.695, 3.276,  7.969
-181.477, 62.585, 3.287,  8.002
-181.477, 62.476, 3.298,  8.035
-181.477, 62.365, 3.310,  8.068
-181.477, 62.255, 3.321,  8.101
-181.478, 62.144, 3.332,  8.134
-181.478, 62.032, 3.344,  8.167
-181.478, 61.921, 3.355,  8.200
-181.478, 61.809, 3.367,  8.233
-181.478, 61.696, 3.378,  8.266
-181.478, 61.583, 3.390,  8.299
-181.479, 61.470, 3.401,  8.332
-181.479, 61.356, 3.413,  8.365
-181.479, 61.242, 3.425,  8.398
-181.479, 61.128, 3.436,  8.431
-181.479, 61.013, 3.448,  8.464
-181.479, 60.898, 3.460,  8.497
-181.480, 60.782, 3.472,  8.530
-181.480, 60.666, 3.484,  8.563
-181.480, 60.549, 3.496,  8.596
-181.480, 60.433, 3.508,  8.629
-181.480, 60.315, 3.520,  8.662
-181.480, 60.198, 3.532,  8.695
-181.480, 60.080, 3.544,  8.728
-181.481, 59.961, 3.556,  8.761
-181.481, 59.842, 3.568,  8.794
-181.481, 59.723, 3.581,  8.827
-181.481, 59.604, 3.593,  8.860
-181.481, 59.483, 3.605,  8.893
-181.481, 59.363, 3.618,  8.926
-181.482, 59.242, 3.630,  8.959
-181.482, 59.121, 3.642,  8.992
-181.482, 58.999, 3.655,  9.025
-181.482, 58.877, 3.667,  9.058
-181.482, 58.754, 3.680,  9.091
-181.482, 58.631, 3.693,  9.124
-181.483, 58.508, 3.705,  9.157
-181.483, 58.384, 3.718,  9.190
-181.483, 58.260, 3.731,  9.223
-181.483, 58.135, 3.743,  9.256
-181.483, 58.010, 3.756,  9.289
-181.483, 57.885, 3.769,  9.322
-181.483, 57.759, 3.782,  9.355
-181.484, 57.632, 3.795,  9.388
-181.484, 57.505, 3.808,  9.421
-181.484, 57.378, 3.821,  9.454
-181.484, 57.250, 3.834,  9.487
-181.484, 57.122, 3.848,  9.520
-181.484, 56.994, 3.861,  9.553
-181.485, 56.865, 3.874,  9.586
-181.485, 56.735, 3.887,  9.619
-181.485, 56.605, 3.900,  9.652
-181.485, 56.475, 3.914,  9.685
-181.485, 56.344, 3.927,  9.718
-181.485, 56.213, 3.940,  9.751
-181.485, 56.081, 3.954,  9.784
-181.485, 55.949, 3.967,  9.817
-181.486, 55.817, 3.980,  9.850
-181.486, 55.683, 3.993,  9.883
-181.486, 55.550, 4.007,  9.916
-181.486, 55.416, 4.020,  9.949
-181.486, 55.282, 4.033,  9.982
-181.486, 55.147, 4.047, 10.015
-181.486, 55.012, 4.060, 10.048
-181.486, 54.876, 4.074, 10.081
-181.487, 54.740, 4.087, 10.114
-181.487, 54.603, 4.100, 10.147
-181.487, 54.466, 4.114, 10.180
-181.487, 54.329, 4.127, 10.213
-181.487, 54.191, 4.141, 10.246
-181.487, 54.053, 4.155, 10.279
-181.487, 53.914, 4.168, 10.312
-181.487, 53.775, 4.182, 10.345
-181.487, 53.635, 4.196, 10.378
-181.488, 53.495, 4.209, 10.411
-181.488, 53.354, 4.223, 10.444
-181.488, 53.213, 4.237, 10.477
-181.488, 53.071, 4.251, 10.510
-181.488, 52.929, 4.265, 10.543
-181.488, 52.787, 4.279, 10.576
-181.488, 52.644, 4.293, 10.609
-181.488, 52.500, 4.307, 10.642
-181.488, 52.356, 4.321, 10.675
-181.489, 52.212, 4.336, 10.708
-181.489, 52.067, 4.350, 10.741
-181.489, 51.922, 4.364, 10.774
